0,0.000701904
1,0.00109863
2,0.00177002
3,0.00238037
4,0.00311279
5,0.00369263
6,0.00396729
7,0.00405884
8,0.00387573
9,0.00360107
10,0.00320435
11,0.00289917
12,0.0027771
13,0.0027771
14,0.00283813
15,0.00289917
16,0.00296021
17,0.00302124
18,0.00320435
19,0.00335693
20,0.00360107
21,0.00393677
22,0.00427246
23,0.00439453
24,0.00436401
25,0.00415039
26,0.00378418
27,0.00338745
28,0.00286865
29,0.00238037
30,0.00189209
31,0.00131226
32,0.000732422
33,0.000366211
34,-9.15527e-05
35,-0.000305176
36,-0.000427246
37,-0.000274658
38,-6.10352e-05
39,6.10352e-05
40,0
41,-0.000335693
42,-0.000579834
43,-0.000671387
44,-0.000366211
45,0.000305176
46,0.00119019
47,0.00198364
48,0.00253296
49,0.00253296
50,0.00228882
51,0.00186157
52,0.00137329
53,0.000976562
54,0.000671387
55,0.000549316
56,0.000488281
57,0.000671387
58,0.000793457
59,0.0010376
60,0.00128174
61,0.00128174
62,0.00100708
63,0.000488281
64,-0.000335693
65,-0.00115967
66,-0.00198364
67,-0.00253296
68,-0.00253296
69,-0.00228882
70,-0.00189209
71,-0.00140381
72,-0.000976562
73,-0.000701904
74,-0.000671387
75,-0.00088501
76,-0.00112915
77,-0.00146484
78,-0.00180054
79,-0.00204468
80,-0.0020752
81,-0.00186157
82,-0.00143433
83,-0.000793457
84,-0.00012207
85,0.000427246
86,0.000732422
87,0.000762939
88,0.000793457
89,0.000671387
90,0.000762939
91,0.000854492
92,0.0010376
93,0.00100708
94,0.00088501
95,0.000518799
96,-3.05176e-05
97,-0.000579834
98,-0.00119019
99,-0.00143433
100,-0.00161743
101,-0.00161743
102,-0.00164795
103,-0.0017395
104,-0.00201416
105,-0.00210571
106,-0.0020752
107,-0.00192261
108,-0.00167847
109,-0.00146484
110,-0.00134277
111,-0.0012207
112,-0.000946045
113,-0.000488281
114,0.000335693
115,0.00112915
116,0.00189209
117,0.00250244
118,0.00305176
119,0.00338745
120,0.00366211
121,0.00387573
122,0.00396729
123,0.00378418
124,0.0032959
125,0.00268555
126,0.00216675
127,0.00164795
128,0.00137329
129,0.00128174
130,0.00119019
131,0.0012207
132,0.0010376
133,0.000976562
134,0.0010376
135,0.00106812
136,0.00100708
137,0.000915527
138,0.000640869
139,0.000183105
140,-0.000183105
141,-0.000427246
142,-0.000549316
